Cherokee (North Carolina) 1000 Severelyendangered
Aruaco 14799 Vulnerable
Wambaya 20 Criticallyendangered
Waiwai (Guyana) 240 Vulnerable
Upper Umpqua 0 Extinct
Tehuelche 4 Criticallyendangered
Lehali 250 Vulnerable
Southeastern Pomo 0 Extinct
Palu'e 3000 Definitelyendangered
Mabiri 3 Criticallyendangered
Emilian-Romagnol 2000000 Definitelyendangered
Bagvalal 5000 Definitelyendangered
Arapaho (Wyoming) 1000 Severelyendangered
Omagua (Peru) 100 Criticallyendangered
Hoti 10 Criticallyendangered
Gitksan 710 Severelyendangered
Murik 1256 Vulnerable
Kwatay 5625 Severelyendangered
Washo 24 Severelyendangered
Mescalero-Chiricahua Apache (New Mexico) 1500 Definitelyendangered
Tinigua 1 Criticallyendangered
Wunambal 5 Criticallyendangered
Mehináku 200 Vulnerable
Tanema 4 Criticallyendangered
Ruga 100 Criticallyendangered
Kari'ña (Guyana, Suriname) 4000 Severelyendangered
Ute (Colorado, Ute Mountain) 500 Severelyendangered
Lacandón 563 Criticallyendangered
Waanyi 4 Criticallyendangered
Hozo 3000 Definitelyendangered
Iwaidja 200 Vulnerable
Nauna 130 Vulnerable
Taworta 140 Vulnerable
Kaska 155 Severelyendangered
Fayu 350 Vulnerable
Dorig 200 Definitelyendangered
Laiyolo 600 Definitelyendangered
Rikbaktsa 900 Severelyendangered
Arguni 150 Vulnerable
Western Náhuatl 1041 Severelyendangered
Koroshi 200 Criticallyendangered
Ozomatlán Totonac 1276 Criticallyendangered
Palikur (French Guyana) 500 Severelyendangered
Kowiai 600 Vulnerable
Tima 3305 Severelyendangered
Chácobo 550 Definitelyendangered
Mandeali 611930 Definitelyendangered
Ongamo 200 Criticallyendangered
Susuami 10 Criticallyendangered
Shawnee 100 Severelyendangered
Northern Sierra Miwok 6 Criticallyendangered
Pendau 3200 Vulnerable
Mok (China) 700 Definitelyendangered
Isthmus Náhuatl 26632 Vulnerable
Wanka Quechua 35000 Severelyendangered
Domaaki 500 Severelyendangered
Southern Tlapanec 592 Severelyendangered
Kathu 5000 Definitelyendangered
Paulohi 50 Criticallyendangered
Mansim 5 Criticallyendangered
Macushi (Guyana) 7750 Vulnerable
Dzala 15000 Vulnerable
Rembarrnga 10 Criticallyendangered
Omotik 50 Criticallyendangered
Ouma 4 Criticallyendangered
Moselle Franconian 390000 Vulnerable
Crimean Tatar (Crimea) 100000 Severelyendangered
Yuki 125 Severelyendangered
Alabat Island Agta 30 Criticallyendangered
Zenaga (Mauritania) 4000 Severelyendangered
Cinta Larga 1440 Vulnerable
Panare 3000 Vulnerable
Csángó Hungarian 25000 Severelyendangered
Jawe 729 Vulnerable
Fagauvea (Southern) 1107 Vulnerable
Quechua of Pacaraos 35 Criticallyendangered
Kendeje 1859 Definitelyendangered
Miami-Illinois 0 Extinct
Yan-nhangu 61 Definitelyendangered
Hulung 10 Criticallyendangered
Langthang Tibetan 0 Definitelyendangered
Raute 518 Severelyendangered
Sikuani 34614 Vulnerable
Hanis 0 Extinct
Tuvan 242754 Vulnerable
Sishee 0 Extinct
Toratán 500 Definitelyendangered
Zenatiya 50000 Criticallyendangered
Luro 2000 Criticallyendangered
Scots 1500000 Vulnerable
Yug 0 Extinct
Kudu-Camo 42 Criticallyendangered
Gascon 250000 Definitelyendangered
Keiga 6072 Severelyendangered
Dilling 5295 Definitelyendangered
Cherokee (Oklahoma) 10000 Definitelyendangered
Garhwali 279500 Vulnerable
Burushaski 87000 Vulnerable
Quichua (Imbabura) 50000 Definitelyendangered
Mawak 31 Criticallyendangered
Ixtenco Otomí 461 Severelyendangered
Emplawas 220 Definitelyendangered
Katawixi 10 Criticallyendangered
Yaminahua (Bolivia, Peru) 400 Severelyendangered
Dampel 1 Criticallyendangered
Laxudumau 500 Vulnerable
N|uu 8 Criticallyendangered
Ngarinman 50 Severelyendangered
Dargwa 503523 Vulnerable
Namonuito 944 Severelyendangered
Atacameño 0 Extinct
Taworta 140 Vulnerable
Yine 2150 Definitelyendangered
Kurux (India) 1751489 Vulnerable
Western Montagnais 2980 Vulnerable
Upland Yuman 1650 Vulnerable
Niuean 14000 Definitelyendangered
Itonama 5 Criticallyendangered
Inkhokvari 1000 Definitelyendangered
Tombelala 1000 Vulnerable
Maliseet-Passamaquoddy 500 Severelyendangered
San Mateo del Mar Huave 12667 Vulnerable
Tshangla 193000 Vulnerable
Dengalu 140 Definitelyendangered
Komo 11500 Definitelyendangered
Tchumbuli 1838 Criticallyendangered
Quechan 150 Definitelyendangered
Mo'ang (China) 5000 Definitelyendangered
Ashaninka (Peru) 62468 Vulnerable
Rapanui 2500 Severelyendangered
Arapáso 0 Extinct
Tobati 80 Severelyendangered
Western Armenian (Turkey) 50000 Definitelyendangered
Inkhokvari 1000 Definitelyendangered
Northwestern Tarahumara 10031 Vulnerable
Kudu-Camo 42 Criticallyendangered
Marrithiyel 25 Criticallyendangered
Maung 200 Vulnerable
Ge'ez 0 Extinct
Hozo 3000 Definitelyendangered
Kokborok 695000 Vulnerable
Quechua of Southern Bolivia 2300000 Vulnerable
Ashtiani 21000 Definitelyendangered
Onjab 160 Vulnerable
Patla-Chicontla Totonac 8590 Severelyendangered
Gyele 4280 Definitelyendangered
Zuni 9000 Vulnerable
Norfolk-Pitcairn (Pitcairn) 50 Vulnerable
Lolak 50 Criticallyendangered
Lower Chehalis 0 Extinct
Tsafiki 2000 Definitelyendangered
Lakon 700 Vulnerable
Spokane 2 Criticallyendangered
River Guarijío 617 Vulnerable
Poyanawa 2 Criticallyendangered
Ixcatec 21 Criticallyendangered
Senggi 100 Vulnerable
Moselle Franconian 390000 Vulnerable
Mountain Guarijío 696 Vulnerable
Tecóatl Mazatec 1300 Vulnerable
Norn 0 Extinct
Bongo 10084 Definitelyendangered
Karelian (Karelia) 20000 Definitelyendangered
Polabian 0 Extinct
Krahô 2184 Vulnerable
Araona 81 Severelyendangered
Enggano 700 Vulnerable
Kuvi 300000 Definitelyendangered
Faroese 60000 Vulnerable
Copper Island Aleut 10 Criticallyendangered
Southern Sierra Miwok 3 Criticallyendangered
Bubia 600 Severelyendangered
Nauna 130 Vulnerable
Thulung 14034 Definitelyendangered
Nataoran 20 Criticallyendangered
Miju 6700 Vulnerable
Piame 100 Severelyendangered
Mafea 70 Definitelyendangered
Tupari 150 Definitelyendangered
Harakmbut 1206 Definitelyendangered
Chrau 15000 Definitelyendangered
Xakriabá 0 Extinct
Gagauz (Maritime) 400 Severelyendangered
Mambai 2000 Severelyendangered
Tagoi 13000 Severelyendangered
Manihiki 5000 Definitelyendangered
Eastern Pomo 0 Extinct
Chokri 84000 Vulnerable
Nunggubuyu 44 Severelyendangered
Leco 20 Criticallyendangered
Woods Cree 9095 Vulnerable
Dorasque 0 Extinct
Ka'apór 991 Vulnerable
Zapotec of Mixtepe 14 Criticallyendangered
Legenyem 300 Vulnerable
Yawanawá 519 Vulnerable
Logudorese 400000 Definitelyendangered
Yaghnobi 20000 Definitelyendangered
Ipai 6 Criticallyendangered
Callahuaya 100 Criticallyendangered
Orejón 200 Severelyendangered
Yiddish (Israel) 3000000 Definitelyendangered
Panare 3000 Vulnerable
Tajio 12000 Vulnerable
Tobada' 12000 Extinct
Sierra de Puebla Náhuatl 57189 Definitelyendangered
Zaparo 9 Criticallyendangered
Warnang 1100 Severelyendangered
Stoney 2765 Vulnerable
Choyi 7000 Definitelyendangered
Kodagu 166187 Definitelyendangered
Pwapwa 80 Severelyendangered
Assiniboine (Canada) 80 Criticallyendangered
Kilit 0 Extinct
Kalasha 5000 Severelyendangered
Bukharic 10000 Definitelyendangered
Tundra Nenets 30000 Definitelyendangered
Ngong 0 Extinct
Candoshi 1900 Definitelyendangered
Sentilese 50 Criticallyendangered
Kalasha 5000 Severelyendangered
Spokane 2 Criticallyendangered
Stoney 2765 Vulnerable
Mam (Mexico) 7977 Severelyendangered
Lajia 8000 Definitelyendangered
Akatek (Guatemala) 35763 Vulnerable
Mayoruna (Brazil) 1500 Vulnerable
Birri 200 Criticallyendangered
Bayso 2000 Definitelyendangered
Phula (China) 250000 Vulnerable
Yatê 1000 Severelyendangered
Paakantyi 4 Criticallyendangered
Oroch 100 Criticallyendangered
Ordos 100000 Definitelyendangered
Geme 550 Criticallyendangered
Welsh 750000 Vulnerable
Bororo 1390 Definitelyendangered
Zeem 0 Extinct
Sampang 10810 Vulnerable
Che Wong 200 Definitelyendangered
Bezhta 6461 Definitelyendangered
Olonetsian 25000 Definitelyendangered
Gooniyandi 60 Severelyendangered
Arta 0 Extinct
Lhota 170000 Vulnerable
Gitksan 710 Severelyendangered
Solon 10000 Definitelyendangered
Udi (Azerbaijan) 5000 Severelyendangered
Piratapuya (Brazil) 700 Severelyendangered
Yurt Tatar 12000 Definitelyendangered
Potawatomi (Oklahoma) 50 Criticallyendangered
Bahonsuai 180 Definitelyendangered
Aka 4000 Definitelyendangered
Ndunda 400 Severelyendangered
Swoeng 492 Definitelyendangered
Wappo 0 Extinct
Dakkang 1198 Definitelyendangered
Umbrul 5 Criticallyendangered
Csángó Hungarian 25000 Severelyendangered
Bati 800 Severelyendangered
Bashkardi 7000 Definitelyendangered
Mixtec of San Miguel Piedras 243 Severelyendangered
Siraiya 0 Extinct
Natsilingmiutut 1455 Vulnerable
Zapotec of the Valleys, west 211 Definitelyendangered
Yarawi 1 Criticallyendangered
Kachari 59000 Definitelyendangered
Mvanip 100 Criticallyendangered
Kadaru 12360 Definitelyendangered
Mon 800000 Vulnerable
Southwestern Tlapanec 23 Vulnerable
Demisa 450 Definitelyendangered
Gardiol 340 Severelyendangered
Bonjo 3000 Severelyendangered
Agul 29399 Definitelyendangered
Brahui 500000 Vulnerable
Onondaga (New York) 10 Criticallyendangered
Tulu 1722768 Vulnerable
Isirawa 1800 Vulnerable
Lumun 45000 Definitelyendangered
Lalo 400000 Vulnerable
Laxudumau 500 Vulnerable
Crimean Tatar (Dobruja) 20000 Severelyendangered
Boruca 70 Criticallyendangered
Nahukwa 124 Definitelyendangered
Waiwai (Brazil) 2916 Vulnerable
Somyev 20 Criticallyendangered
Lajia 8000 Definitelyendangered
Harakmbut 1206 Definitelyendangered
Udege 40 Criticallyendangered
Khamnigan Mongol 2000 Definitelyendangered
Lemerig 2 Criticallyendangered
Amahai 30 Criticallyendangered
Ninam (Venezuela) 100 Vulnerable
Sangkong 2000 Vulnerable
Mako 345 Criticallyendangered
Lola 830 Vulnerable
Bakpinka 3416 Criticallyendangered
Sierra Totonac 118367 Severelyendangered
Alderney French 0 Extinct
Konda 118597 Definitelyendangered
Garífuna (Belize) 14061 Vulnerable
Mancagne 26450 Vulnerable
Tuwuli 11400 Vulnerable
Bikya 1 Criticallyendangered
Hadza 975 Vulnerable
Choyi 7000 Definitelyendangered
Tahltan 60 Criticallyendangered
Odut 0 Extinct
Badaga 134514 Definitelyendangered
Mandaic 300 Criticallyendangered
Rotuman 3000 Vulnerable
Doga 200 Definitelyendangered
Kalispel 5 Criticallyendangered
Gambiri 1000 Severelyendangered
Kumaoni 2003783 Vulnerable
Sirmaudi 31144 Criticallyendangered
Sishee 0 Extinct
Micmac (Massachusetts) 8145 Definitelyendangered
Gowro 200 Severelyendangered
Sierra Popoluca 28700 Vulnerable
Malinaltepec Tlapanec 29 Vulnerable
Morokodo 3400 Severelyendangered
Bola 1000 Definitelyendangered
Sanhaja of Srair 0 Criticallyendangered
Nemi 325 Definitelyendangered
Marrgu 0 Extinct
Sobei 1000 Definitelyendangered
Western Chocho 70 Severelyendangered
Cuman 0 Extinct
Doga 200 Definitelyendangered
Njerep 4 Criticallyendangered
Xinka 1283 Criticallyendangered
Pauwi 100 Vulnerable
Polonomombauk 120 Definitelyendangered
Baníwa do Içana 5811 Vulnerable
Kunbarlang 140 Severelyendangered
Western Armenian (Turkey) 50000 Definitelyendangered
Nukiní 0 Extinct
Darma 1761 Definitelyendangered
Kendeje 1859 Definitelyendangered
Sarikoli 22000 Definitelyendangered
Adi 170000 Vulnerable
Lamongse 400 Criticallyendangered
Kwansu 300 Vulnerable
Shira Yugur 3000 Severelyendangered
Jawoyn 20 Severelyendangered
Gafat 0 Extinct
Tambotalo 50 Severelyendangered
Makolkol 7 Criticallyendangered
Sause 250 Severelyendangered
Ngäbere (Costa Rica) 2041 Definitelyendangered
Ersu 15000 Definitelyendangered
Natanzi 7000 Severelyendangered
Warnman 30 Severelyendangered
Ossete 550000 Vulnerable
Hinukh 548 Definitelyendangered
Trio (Suriname) 1000 Vulnerable
Nyishangba 2000 Definitelyendangered
Ayautla Mazatec 3192 Vulnerable
Sauk-Fox 200 Criticallyendangered
Mocoví 2000 Definitelyendangered
Ume Saami 20 Criticallyendangered
Ngile 38000 Severelyendangered
Sierra Totonac 118367 Severelyendangered
Hmar 50000 Vulnerable
Western Náhuatl 1041 Severelyendangered
Tsum 4786 Definitelyendangered
Gambiri 1000 Severelyendangered
Tuahka 300 Severelyendangered
Magar 489383 Definitelyendangered
Green Gelao (Viet Nam) 300 Criticallyendangered
Kilit 0 Extinct
Yudja 362 Vulnerable
Burji 7000 Vulnerable
Chihuahua Lower Pima 159 Definitelyendangered
Kung 1750 Severelyendangered
Warlpiri 3000 Vulnerable
Badiaranke 12205 Severelyendangered
Garífuna (Belize) 14061 Vulnerable
Valle Nacional Chinantec 442 Definitelyendangered
Nahukwa 124 Definitelyendangered
Nyenkha 10000 Vulnerable
Yaminahua (Bolivia, Peru) 400 Severelyendangered
Choctaw (Oklahoma) 9500 Vulnerable
Kham 30000 Definitelyendangered
Argobba 8000 Criticallyendangered
Wuse 30000 Vulnerable
Wunambal 5 Criticallyendangered
Culina (Brazil) 2000 Vulnerable
Asturian-Leonese 150000 Definitelyendangered
Xiri 87 Criticallyendangered
Tandia 0 Extinct
Gebe 2000 Vulnerable
Ili Turk 120 Severelyendangered
Aka 4000 Definitelyendangered
Kolami 121855 Definitelyendangered
Uspantek 3971 Vulnerable
Moyon 3700 Definitelyendangered
Sentilese 50 Criticallyendangered
Ashtiani 21000 Definitelyendangered
Tamazight (Ait Rouadi) 1637 Extinct
Maleng 4000 Definitelyendangered
Foya 20 Criticallyendangered
Wajãpi 905 Vulnerable
Dongotono 6219 Vulnerable
Ts'ixa 390 Definitelyendangered
Atacameño 0 Extinct
Chulym Turk 35 Criticallyendangered
Koraga 16665 Criticallyendangered
Klamath-Modoc 0 Extinct
Udege 40 Criticallyendangered
Mosetén 585 Severelyendangered
Jero 2000 Vulnerable
Eotile 0 Extinct
Taloki 500 Definitelyendangered
Bataan Ayta 500 Definitelyendangered
Red Gelao (China) 400 Criticallyendangered
Lishan Didan (Iran) 0 Extinct
Tomadino 500 Definitelyendangered
Eastern Popoloc 3544 Vulnerable
Kelo 200 Criticallyendangered
Páez 80000 Definitelyendangered
Pitjantjatjara 3000 Vulnerable
Plains Cree 20933 Vulnerable
Oirata 1221 Definitelyendangered
Langa 500 Severelyendangered
Adnyamathanha 100 Definitelyendangered
Zeem 0 Extinct
Waunana (Panama) 6882 Severelyendangered
Soyaltepec Mazatec 27524 Vulnerable
Shumashti 1000 Severelyendangered
Tangkhul 142000 Vulnerable
Bororo 1390 Definitelyendangered
Canichana 3 Extinct
Yecuana (Brazil) 430 Vulnerable
Laghu 0 Extinct
Awakatek (Mexico) 3 Criticallyendangered
Chulym Turk 35 Criticallyendangered
Upper Kuskokwim 25 Criticallyendangered
Lokono (Suriname) 1000 Severelyendangered
Nyenkha 10000 Vulnerable
Itzá 1094 Criticallyendangered
Karko 12986 Definitelyendangered
Cosung (China) 47000 Definitelyendangered
Salamãy 2 Criticallyendangered
Wunai Bunu 8000 Definitelyendangered
Turi 5000 Definitelyendangered
Dorro 80 Severelyendangered
Kati 18700 Definitelyendangered
Hu 1000 Definitelyendangered
Red Gelao (Viet Nam) 20 Criticallyendangered
Mescalero-Chiricahua Apache (New Mexico) 1500 Definitelyendangered
Katukína-Kanamarí 2100 Vulnerable
Zenatiya 50000 Criticallyendangered
Danaw 1000 Criticallyendangered
Mewahang 904 Severelyendangered
Manchurian Ölöt 1000 Severelyendangered
Kaiowá Guarani 20000 Vulnerable
Atsugewi 0 Extinct
Bakpinka 3416 Criticallyendangered
Arara do Pará 271 Vulnerable
Gangte 15000 Definitelyendangered
Wik Ngathan 100 Definitelyendangered
Han (United States of America) 12 Criticallyendangered
Hijuk 400 Criticallyendangered
Yami 2700 Vulnerable
Phunoi 37311 Vulnerable
Indri 700 Severelyendangered
Matagalpa 0 Extinct
Yarawi 1 Criticallyendangered
Ashtiani 21000 Definitelyendangered
Nunatsiavummiutut 575 Definitelyendangered
Karang 10000 Vulnerable
Thavung (Laos) 1000 Definitelyendangered
Northern Tujia 60000 Severelyendangered
Northern Tutchone 115 Definitelyendangered
Brahui 500000 Vulnerable
Pana 7800 Definitelyendangered
North Saami 30000 Definitelyendangered
Shabo 450 Severelyendangered
Sampang 10810 Vulnerable
Rapa 400 Severelyendangered
Yavapai 150 Severelyendangered
Mor 25 Severelyendangered
Kerek 0 Extinct
Oyda 16597 Vulnerable
Juk 15000 Definitelyendangered
Uru 1 Extinct
Zapotec of Zimatlán de Álvarez 562 Definitelyendangered
Kavalan 24 Criticallyendangered
Welsh 750000 Vulnerable
Shor 6210 Severelyendangered
Torá 0 Extinct
Trukhmen 10000 Definitelyendangered
Animere 700 Criticallyendangered
Creek 5000 Definitelyendangered
Aweti 160 Vulnerable
Griko (Calabria) 2000 Severelyendangered
Ari 80 Severelyendangered
Chong 500 Severelyendangered
Worrorra 4 Criticallyendangered
Maring 22000 Vulnerable
Bundjalung 20 Severelyendangered
Paiwan 15000 Vulnerable
Assiniboine (United States of America) 150 Criticallyendangered
Leco 20 Criticallyendangered
Lishan Didan (Israel) 4000 Severelyendangered
Zapotec of Petapa 4613 Definitelyendangered
Sakapultek 6973 Definitelyendangered
Lezgian 500000 Vulnerable
Pontic Greek 300000 Definitelyendangered
Cherokee (Oklahoma) 10000 Definitelyendangered
Khmin 500 Vulnerable
Ingalik 14 Criticallyendangered
Bubia 600 Severelyendangered
Zenaga (Mauritania) 4000 Severelyendangered
Arem 100 Severelyendangered
Itik 80 Vulnerable
Q'eqchi' (Guatemala) 716101 Vulnerable
Ts'ixa 390 Definitelyendangered
Sambe 2 Criticallyendangered
Tese 1400 Criticallyendangered
Ge'ez 0 Extinct
Yarawata 98 Severelyendangered
Ava-Canoeiro 16 Criticallyendangered
Sanhaja of Srair 0 Criticallyendangered
Ordos 100000 Definitelyendangered
Khiamngan 38000 Vulnerable
Dungmali 4609 Definitelyendangered
Moraori 50 Severelyendangered
Rongpo 8000 Vulnerable
Emplawas 220 Definitelyendangered
Tapirapé 564 Vulnerable
Western Apache 6000 Definitelyendangered
Pu 5000 Criticallyendangered
Chepya 2000 Definitelyendangered
Idu 11101 Definitelyendangered
Khorasani Turk 200000 Vulnerable
Tangsa 40000 Vulnerable
Leco 20 Criticallyendangered
Jero 2000 Vulnerable
Beaver 195 Definitelyendangered
Shughni 95000 Vulnerable
Tlachichilco Tepehua 2234 Definitelyendangered
Odut 0 Extinct
Cosung (China) 47000 Definitelyendangered
Western Tlapanec 549 Vulnerable
Cho-ca-nga-ca-kha 20000 Definitelyendangered
Massep 25 Criticallyendangered
South Slavey 920 Definitelyendangered
Sivandi 7000 Definitelyendangered
Ottawa (Canada) 810 Severelyendangered
Lower Northwestern Otomí 6509 Vulnerable
Chilchotla Mazatec 20585 Vulnerable
Moere 56 Severelyendangered
Pangvali 16285 Criticallyendangered
Maleng 4000 Definitelyendangered
North Frisian 10000 Severelyendangered
Cheyenne (Montana) 1700 Definitelyendangered
Creek 5000 Definitelyendangered
Jaminjung 15 Severelyendangered
Korwa 35000 Vulnerable
Maliseet-Passamaquoddy 500 Severelyendangered
Chokri 84000 Vulnerable
Oroha 100 Severelyendangered
Ujir 1200 Definitelyendangered
Argobba 8000 Criticallyendangered
Anfillo 500 Criticallyendangered
Djeoromitxi 30 Severelyendangered
Yami 2700 Vulnerable
Tubatulabal 3 Criticallyendangered
Eastern Kamchadal 0 Extinct
Macushi (Brazil) 15000 Vulnerable
Seke 500 Vulnerable
Ruga 100 Criticallyendangered
Catawba 0 Extinct
Khorasani Turk 200000 Vulnerable
Jarawa 31 Criticallyendangered
Culina (Brazil) 2000 Vulnerable
Hya 940 Severelyendangered
Obispeño 0 Extinct
Ersu 15000 Definitelyendangered
Omagua (Brazil) 0 Criticallyendangered
Munji 2000 Severelyendangered
Moklen 6000 Definitelyendangered
Tz'utujil 63237 Definitelyendangered
Huehuetlán Mazatec 1169 Vulnerable
Taikat 500 Definitelyendangered
Mayoruna (Peru) 2500 Vulnerable
Sikuani 34614 Vulnerable
Nyangumarta 250 Vulnerable
Western Otomí 415 Severelyendangered
Ixcatec 21 Criticallyendangered
Pyu 100 Severelyendangered
Gazi 7000 Definitelyendangered
Lipan 0 Extinct
Latgalian 150000 Vulnerable
Garrwa 40 Severelyendangered
Manchu (Amur) 10 Criticallyendangered
Dabra 100 Vulnerable
Emplawas 220 Definitelyendangered
Sonora Lower Pima 159 Severelyendangered
Sowa 10 Criticallyendangered
Mixtec of the central Ravine 1878 Definitelyendangered
Sechelt 15 Criticallyendangered
Krevin 0 Extinct
Yimchungru 92000 Vulnerable
Tangkhul 142000 Vulnerable
Chihuahua Lower Pima 159 Definitelyendangered
Mono 300 Criticallyendangered
Indri 700 Severelyendangered
Saulteau 6558 Vulnerable
Paafang 1318 Severelyendangered
Xakriabá 0 Extinct
Teko 71 Severelyendangered
Laha (Son La) 500 Definitelyendangered
Northern East Cree 6870 Vulnerable
Nayi 3656 Vulnerable
Ritharrngu 66 Definitelyendangered
Leco 20 Criticallyendangered
Tai Rong 100 Criticallyendangered
Manchurian Ölöt 1000 Severelyendangered
Arikapu 2 Criticallyendangered
Twana 0 Extinct
Quileute 0 Extinct
Guarasu 2 Criticallyendangered
Homa 0 Extinct
Cinta Larga 1440 Vulnerable
Acoma-Laguna 4000 Definitelyendangered
Guaraní Boliviano 40000 Vulnerable
Tilapa Otomí 292 Severelyendangered
Koch 31000 Definitelyendangered
North Frisian 10000 Severelyendangered
Aheu 500 Definitelyendangered
Chepya 2000 Definitelyendangered
Akawaio (Guyana, Venezuela) 5800 Definitelyendangered
Hupda (Colombia) 1500 Definitelyendangered
Ts'amay 8621 Definitelyendangered
Cholon 0 Extinct
Lamongse 400 Criticallyendangered
Hoanya 0 Extinct
Chiquitano (Bolivia) 6500 Definitelyendangered
Badaga 134514 Definitelyendangered
Poyanawa 2 Criticallyendangered
Deori 28000 Definitelyendangered
Guayabero 1118 Definitelyendangered
Hermit 20 Criticallyendangered
Kodagu 166187 Definitelyendangered
Lardil 10 Criticallyendangered
Yatê 1000 Severelyendangered
Singpho 5000 Definitelyendangered
Keder 180 Severelyendangered
Kuot 1000 Vulnerable
Kalasha 5000 Severelyendangered
Ghale 28989 Vulnerable
Côông 1676 Definitelyendangered
Scottish Gaelic 58552 Definitelyendangered
Zoró 464 Vulnerable
Wiradjuri 30 Criticallyendangered
Aribwatsa 0 Extinct
Dura 0 Extinct
Mon 800000 Vulnerable
Phalok 0 Extinct
Itelmen 100 Criticallyendangered
Kurux (Bangladesh) 65000 Vulnerable
Swampy Cree 16685 Vulnerable
Nila (Seram Island) 1800 Definitelyendangered
Laro 40000 Definitelyendangered
Western Neo-Aramaic 20000 Definitelyendangered
Lenca 0 Extinct
Nukiní 0 Extinct
Asumboa 40 Severelyendangered
Nemadi 100 Criticallyendangered
Jorá 0 Criticallyendangered
Piaroa (Colombia) 800 Definitelyendangered
Ngäbere (Costa Rica) 2041 Definitelyendangered
Waxiang 300000 Vulnerable
Micmac (Massachusetts) 8145 Definitelyendangered
K'iche' (Guatemala) 890596 Vulnerable
